sample_id,name,repeat,layer,grid_ix,grid_iy,timestamp,board_origin,cmd_x,cmd_y,cmd_z,detect_ok,tag_x_board_up,tag_y_board_up,tag_z_board_up,measured_x_machine,measured_y_machine,measured_z_machine,error_x_mm,error_y_mm,error_z_mm,error_xy_mm,reprojection_mean_px,reprojection_max_px,gear_ratio,gear_reduction,emm_wait_reached,emm_wait_s,settle_s,captured_at,emm_id1_deg,emm_id2_deg,emm_id3_deg,arm_id1_deg,arm_id2_deg,arm_id3_deg,emm_id1_reached,emm_id2_reached,emm_id3_reached,emm_status_json,image,overlay,error
105,z1_x4_y1,1,1,4,1,1782973858.3715954,center,40.0,-8.75,65.0,True,-7.007717601962103,43.700511676475905,133.70439679153841,36.60492355844856,-7.397421962436919,66.53396210497294,-3.3950764415514385,1.352578037563081,1.533962104972943,3.6545877184267415,0.31472375577239303,0.31793589271694067,50:20,2.5,True,0.18419933319091797,2.0,1782973858.371847,-53.54736328125,-124.62890625,-109.66552734375,-21.4189453125,-49.8515625,-43.8662109375,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0105_z1_x4_y1_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0105_z1_x4_y1_r1_overlay.jpg,
106,z1_x3_y1,1,1,3,1,1782973862.1332097,center,20.0,-8.75,65.0,True,-8.459664061142668,26.004319506051313,132.19864255534375,18.849431767470776,-7.320759628504362,65.02820786877828,-1.1505682325292241,1.4292403714956379,0.02820786877828141,1.8348120604624365,0.5010405066006827,0.502994059170695,50:20,2.5,True,0.18195199966430664,2.0,1782973862.1336489,-71.070556640625,-110.775146484375,-95.09765625,-28.42822265625,-44.31005859375,-38.0390625,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0106_z1_x3_y1_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0106_z1_x3_y1_r1_overlay.jpg,
107,z1_x2_y1,1,1,2,1,1782973865.649058,center,0.0,-8.75,65.0,True,-10.21608064555274,8.0304014700707,132.28451404785946,0.7910372591530112,-7.5235318260531,65.11407936129399,0.7910372591530112,1.2264681739469,0.11407936129398877,1.4594396620185952,0.3531178861781485,0.3549491449938903,50:20,2.5,True,0.18972373008728027,2.0,1782973865.6493113,-91.1865234375,-99.07470703125,-83.111572265625,-36.474609375,-39.6298828125,-33.24462890625,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0107_z1_x2_y1_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0107_z1_x2_y1_r1_overlay.jpg,
108,z1_x1_y1,1,1,1,1,1782973869.16015,center,-20.0,-8.75,65.0,True,-11.990050017466183,-10.15399718725979,130.98837234823526,-17.47856756086179,-7.725674304769729,63.81793766166979,2.5214324391382092,1.0243256952302708,-1.182062338330212,2.721555561631516,0.18908173206663315,0.19018926803449845,50:20,2.5,True,0.19182515144348145,2.0,1782973869.1603937,-113.170166015625,-89.97802734375,-73.740234375,-45.26806640625,-35.9912109375,-29.49609375,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0108_z1_x1_y1_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0108_z1_x1_y1_r1_overlay.jpg,
109,z1_x0_y1,1,1,0,1,1782973872.6689053,center,-40.0,-8.75,65.0,True,-13.656952334650168,-28.374051884879187,131.86218557186905,-35.77448016675446,-7.818077967109795,64.69175088530358,4.225519833245542,0.9319220328902054,-0.308249114696423,4.327065580337054,0.07841538775374288,0.07909752728608363,50:20,2.5,True,0.20208191871643066,2.0,1782973872.669137,-136.417236328125,-83.29833984375,-67.060546875,-54.56689453125,-33.3193359375,-26.82421875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0109_z1_x0_y1_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0109_z1_x0_y1_r1_overlay.jpg,
110,z1_x0_y2,1,1,0,2,1782973876.1835375,center,-40.0,2.5,65.0,True,-3.6630294922432736,-29.290757872979263,131.76086164461012,-35.8275455165828,2.217659560209683,64.59042695804465,4.172454483417198,-0.2823404397903171,-0.4095730419553547,4.181996238655562,0.13214079480329505,0.13266802552665724,50:20,2.5,True,0.1867532730102539,2.0,1782973876.1838057,-136.25244140625,-72.630615234375,-77.442626953125,-54.5009765625,-29.05224609375,-30.97705078125,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0110_z1_x0_y2_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0110_z1_x0_y2_r1_overlay.jpg,
111,z1_x1_y2,1,1,1,2,1782973879.943594,center,-20.0,2.5,65.0,True,-1.7321032149628133,-10.795755798632761,135.51164393601076,-17.234979819916482,2.54944086396301,68.34120924944528,2.7650201800835177,0.04944086396301017,3.341209249445285,2.7654621666727786,0.3445190686307,0.3472728551147077,50:20,2.5,True,0.21077370643615723,2.0,1782973879.9438906,-112.87353515625,-79.310302734375,-84.012451171875,-45.1494140625,-31.72412109375,-33.60498046875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0111_z1_x1_y2_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0111_z1_x1_y2_r1_overlay.jpg,
112,z1_x2_y2,1,1,2,2,1782973883.711452,center,0.0,2.5,65.0,True,0.01639741494614011,7.251244381230176,134.81210508325688,0.8955442175511774,2.7380358574603583,67.64167039669141,0.8955442175511774,0.23803585746035827,2.64167039669141,0.926639366218724,0.3221854148512028,0.32668129156782166,50:20,2.5,True,0.20400357246398926,2.0,1782973883.7116363,-90.76904296875,-88.65966796875,-93.36181640625,-36.3076171875,-35.4638671875,-37.3447265625,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0112_z1_x2_y2_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0112_z1_x2_y2_r1_overlay.jpg,
113,z1_x3_y2,1,1,3,2,1782973887.470854,center,20.0,2.5,65.0,True,1.7506592456521126,24.868345859093118,133.66501641744537,18.59653947475228,2.949448920699682,66.4945817308799,-1.40346052524772,0.4494489206996821,1.4945817308799008,1.4736708513934567,0.3653503686753736,0.3672255194937459,50:20,2.5,True,0.192305326461792,2.0,1782973887.4710898,-70.77392578125,-100.447998046875,-105.040283203125,-28.3095703125,-40.17919921875,-42.01611328125,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0113_z1_x3_y2_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0113_z1_x3_y2_r1_overlay.jpg,
114,z1_x4_y2,1,1,4,2,1782973890.989089,center,40.0,2.5,65.0,True,3.3049443089471584,42.630629151514114,133.40422930783012,36.42668600699067,2.969056498505717,66.23379462126465,-3.5733139930093287,0.46905649850571685,1.23379462126465,3.603968214541676,0.2898377550806459,0.29400029810047285,50:20,2.5,True,0.18006563186645508,2.0,1782973890.9893606,-53.37158203125,-114.76318359375,-119.190673828125,-21.3486328125,-45.9052734375,-47.67626953125,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0114_z1_x4_y2_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0114_z1_x4_y2_r1_overlay.jpg,
115,z1_x4_y3,1,1,4,3,1782973894.4934132,center,40.0,13.75,65.0,True,13.465839324376132,41.74657524395434,134.15963238998128,36.420523872292954,13.168335926687742,66.98919770341581,-3.5794761277070464,-0.5816640733122576,1.9891977034158117,3.6264283314311947,0.26179456877310775,0.26468351050914785,50:20,2.5,True,0.18123602867126465,2.0,1782973894.493658,-54.063720703125,-105.40283203125,-129.2431640625,-21.62548828125,-42.1611328125,-51.697265625,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0115_z1_x4_y3_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0115_z1_x4_y3_r1_overlay.jpg,
116,z1_x3_y3,1,1,3,3,1782973898.0036767,center,20.0,13.75,65.0,True,12.388826396093725,24.42230700241589,134.32788954522582,19.067848469894088,13.586526471112643,67.15745485866034,-0.9321515301059122,-0.16347352888735678,2.157454858660344,0.9463773400318072,0.3905343926469183,0.39571662216722125,50:20,2.5,True,0.19488835334777832,2.0,1782973898.0039048,-71.47705078125,-90.845947265625,-115.576171875,-28.5908203125,-36.33837890625,-46.23046875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0116_z1_x3_y3_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0116_z1_x3_y3_r1_overlay.jpg,
117,z1_x2_y3,1,1,2,3,1782973901.7712505,center,0.0,13.75,65.0,True,10.228912004909684,6.191235495666375,136.03040178240823,0.7185233648801983,13.003888803290634,68.85996709584276,0.7185233648801983,-0.7461111967093661,3.8599670958427623,1.0358367360418557,0.5963936891401345,0.6035725047761265,50:20,2.5,True,0.20131659507751465,2.0,1782973901.7714777,-91.593017578125,-78.837890625,-103.963623046875,-36.63720703125,-31.53515625,-41.58544921875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0117_z1_x2_y3_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0117_z1_x2_y3_r1_overlay.jpg,
118,z1_x1_y3,1,1,1,3,1782973905.2850382,center,-20.0,13.75,65.0,True,8.852418998198527,-11.457965430744897,132.9559752164269,-16.98365684497503,13.151679723752698,65.78554052986144,3.0163431550249697,-0.5983202762473017,0.7855405298614357,3.075111897449365,0.10225299011932243,0.10432049986234329,50:20,2.5,True,0.20215129852294922,2.0,1782973905.2852924,-113.6865234375,-69.356689453125,-94.98779296875,-45.474609375,-27.74267578125,-37.9951171875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0118_z1_x1_y3_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0118_z1_x1_y3_r1_overlay.jpg,
119,z1_x0_y3,1,1,0,3,1782973908.7974317,center,-40.0,13.75,65.0,True,6.92680286872251,-29.759424564632983,132.62736417356905,-35.382940846887976,12.80852942953153,65.45692948700358,4.617059153112024,-0.9414705704684696,0.4569294870035776,4.712069827410641,0.4139637431277539,0.4166866104679665,50:20,2.5,True,0.20469355583190918,2.0,1782973908.7975948,-136.768798828125,-62.75390625,-88.41796875,-54.70751953125,-25.1015625,-35.3671875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0119_z1_x0_y3_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0119_z1_x0_y3_r1_overlay.jpg,
120,z1_x0_y4,1,1,0,4,1782973912.0565336,center,-40.0,25.0,65.0,True,17.034971958351203,-30.919769314309328,130.62219764159323,-35.66890683156371,22.97906067122362,63.45176295502776,4.33109316843629,-2.020939328776379,-1.5482370449722396,4.779389480286223,0.09602980774072409,0.09687950607731338,50:20,2.5,True,0.18502163887023926,2.0,1782973912.0567667,-138.109130859375,-53.76708984375,-100.294189453125,-55.24365234375,-21.5068359375,-40.11767578125,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0120_z1_x0_y4_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0120_z1_x0_y4_r1_overlay.jpg,
121,z1_x1_y4,1,1,1,4,1782973915.818268,center,-20.0,25.0,65.0,True,18.838899809463136,-12.407087614899686,133.34529856877884,-17.069658661478044,23.18279310172671,66.17486388221337,2.9303413385219557,-1.817206898273291,1.1748638822133728,3.4480634088401976,0.052257177269453434,0.05362786862395348,50:20,2.5,True,0.19670414924621582,2.0,1782973915.8184826,-114.93896484375,-60.413818359375,-106.611328125,-45.9755859375,-24.16552734375,-42.64453125,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0121_z1_x1_y4_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0121_z1_x1_y4_r1_overlay.jpg,
122,z1_x2_y4,1,1,2,4,1782973919.3309286,center,0.0,25.0,65.0,True,20.55745890314053,5.500915405329007,133.73048543118497,0.9198068438072657,23.353522024675268,66.5600507446195,0.9198068438072657,-1.646477975324732,1.5600507446195024,1.8859836566481993,0.07343653841264758,0.07455184705610049,50:20,2.5,True,0.19360923767089844,2.0,1782973919.3312023,-92.889404296875,-69.9169921875,-115.367431640625,-37.15576171875,-27.966796875,-46.14697265625,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0122_z1_x2_y4_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0122_z1_x2_y4_r1_overlay.jpg,
123,z1_x3_y4,1,1,3,4,1782973922.843062,center,20.0,25.0,65.0,True,22.057327118110198,23.05798758809435,133.4202661229719,18.54081990237114,23.336578499945233,66.24983143640642,-1.4591800976288596,-1.663421500054767,1.2498314364064242,2.2127308114998128,0.24948345541202788,0.2515771304493271,50:20,2.5,True,0.17943692207336426,2.0,1782973922.8432937,-72.97119140625,-82.056884765625,-126.485595703125,-29.1884765625,-32.82275390625,-50.59423828125,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0123_z1_x3_y4_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0123_z1_x3_y4_r1_overlay.jpg,
124,z1_x4_y4,1,1,4,4,1782973926.3556206,center,40.0,25.0,65.0,True,23.667949016129317,41.034299146925676,132.82911209358429,36.58904960572773,23.393891093921106,65.65867740701881,-3.4109503942722696,-1.6061089060788944,0.6586774070188142,3.7701682204342153,0.3030834548865854,0.30541567480389203,50:20,2.5,True,0.18402934074401855,2.0,1782973926.3558536,-55.458984375,-96.767578125,-139.81201171875,-22.18359375,-38.70703125,-55.9248046875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0124_z1_x4_y4_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0124_z1_x4_y4_r1_overlay.jpg,
125,z2_x0_y0,1,2,0,0,1782973931.3714507,center,-40.0,-20.0,75.0,True,-24.176824265070856,-28.02393516764951,141.55579251381042,-36.33117289583171,-18.329042735080876,74.38535782724495,3.6688271041682867,1.6709572649191244,-0.6146421727550546,4.031425368460374,0.3591287876627457,0.36328140498224737,50:20,2.5,True,0.17366766929626465,2.0,1782973931.371695,-130.23193359375,-84.364013671875,-44.549560546875,-52.0927734375,-33.74560546875,-17.81982421875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0125_z2_x0_y0_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0125_z2_x0_y0_r1_overlay.jpg,
126,z2_x1_y0,1,2,1,0,1782973934.8838768,center,-20.0,-20.0,75.0,True,-22.59860690932163,-9.550562100276814,142.63375199634794,-17.79051575527417,-18.3467995538165,75.46331730978247,2.2094842447258287,1.6532004461835008,0.4633173097824681,2.759509438822957,0.146787497246931,0.14776457481621247,50:20,2.5,True,0.17437171936035156,2.0,1782973934.8840992,-105.205078125,-91.3623046875,-51.580810546875,-42.08203125,-36.544921875,-20.63232421875,True,True,True,"{""1"": {""enabled"": true, ""raw"": ""01 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""2"": {""enabled"": true, ""raw"": ""02 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}, ""3"": {""enabled"": true, ""raw"": ""03 3A 83 6B"", ""reached"": true, ""stall_protection"": false, ""stalled"": false, ""status"": 131}}",D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\images\0126_z2_x1_y0_r1.jpg,D:\ccy\Desktop\Delta_Robot\1 writer_bot\flutter\1.0\write_bot\02_visual\stage2_error_grid\overlays\0126_z2_x1_y0_r1_overlay.jpg,
